Date | 5/22/2019 9:38:49 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 184 level(s)...   
Date | 5/21/2019 12:12:26 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 5/21/2019 12:12:26 PM   Msg | [ENCOUNTER] You successfully caught Graveler!   
Date | 5/21/2019 12:12:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:11:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 5/21/2019 12:11:53 PM   Msg | [ENCOUNTER] You successfully caught Wooper!   
Date | 5/21/2019 12:11:17 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 79 level(s)...   
Date | 5/21/2019 12:11:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:10:46 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:10:45 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 138sec   
Date | 5/21/2019 12:10:45 AM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 12:09:35 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 78 level(s)...   
Date | 5/21/2019 12:09:06 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 117sec   
Date | 5/21/2019 12:09:06 PM   Msg | [ENCOUNTER] Failed to identify pokemon...   
Date | 5/21/2019 12:08:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:07:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 5/21/2019 12:07:26 AM   Msg | [ENCOUNTER] You successfully caught Ledyba!   
Date | 5/21/2019 12:07:09 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:07:07 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 12:07:07 PM   Msg | [ENCOUNTER] You successfully caught Trapinch!   
Date | 5/21/2019 12:06:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:06:53 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 22 level(s)...   
Date | 5/21/2019 12:06:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 5/21/2019 12:06:40 AM   Msg | [ENCOUNTER] You successfully caught Cascoon!   
Date | 5/21/2019 12:06:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:05:49 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:05:03 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 77 level(s)...   
Date | 5/21/2019 12:04:42 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 71sec   
Date | 5/21/2019 12:04:42 AM   Msg | [ENCOUNTER] You successfully caught Budew!   
Date | 5/21/2019 12:04:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 5/21/2019 12:04:36 PM   Msg | [ENCOUNTER] You successfully caught Hippopotas!   
Date | 5/21/2019 12:03:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:03:22 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 5/21/2019 12:03:22 AM   Msg | [ENCOUNTER] You successfully caught Typhlosion!   
Date | 5/21/2019 12:03:15 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:02:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:02:49 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/21/2019 12:02:49 AM   Msg | [ENCOUNTER] You successfully caught Zorua!   
Date | 5/21/2019 12:01:55 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 76 level(s)...   
Date | 5/21/2019 12:01:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 55sec   
Date | 5/21/2019 12:01:51 PM   Msg | [ENCOUNTER] You successfully caught Torkoal!   
Date | 5/21/2019 12:01:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:00:56 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 12:00:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 12:00:53 PM   Msg | [ENCOUNTER] You successfully caught Nosepass!   
Date | 5/21/2019 12:00:18 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 21 level(s)...   
Date | 5/21/2019 12:00:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:59:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 127sec   
Date | 5/21/2019 11:59:49 PM   Msg | [ENCOUNTER] You successfully caught Tyrantrum!   
Date | 5/21/2019 11:59:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 5/21/2019 11:59:01 AM   Msg | [ENCOUNTER] You successfully caught Krabby!   
Date | 5/21/2019 11:58:41 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:58:03 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 75 level(s)...   
Date | 5/21/2019 11:57:42 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:57:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/21/2019 11:57:34 AM   Msg | [ENCOUNTER] You successfully caught Amoonguss!   
Date | 5/21/2019 11:57:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 117sec   
Date | 5/21/2019 11:57:05 PM   Msg | [ENCOUNTER] You successfully caught Flabebe!   
Date | 5/21/2019 11:55:53 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:55:08 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:55:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 88sec   
Date | 5/21/2019 11:55:02 PM   Msg | [ENCOUNTER] You successfully caught Patrat!   
Date | 5/21/2019 11:54:44 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 74 level(s)...   
Date | 5/21/2019 11:53:33 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:53:18 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 5/21/2019 11:53:18 PM   Msg | [ENCOUNTER] You successfully caught Exeggcute!   
Date | 5/21/2019 11:53:03 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 73 level(s)...   
Date | 5/21/2019 11:52:59 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:52:34 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 11:52:34 AM   Msg | [ENCOUNTER] You successfully caught Gurdurr!   
Date | 5/21/2019 11:51:52 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 5/21/2019 11:51:52 PM   Msg | [ENCOUNTER] You successfully caught Mawile!   
Date | 5/21/2019 11:50:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:50:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:50:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 102sec   
Date | 5/21/2019 11:50:26 AM   Msg | [ENCOUNTER] You successfully caught Yamask!   
Date | 5/21/2019 11:49:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 89sec   
Date | 5/21/2019 11:49:41 PM   Msg | [ENCOUNTER] You successfully caught Lillipup!   
Date | 5/21/2019 11:48:43 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:48:12 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 72 level(s)...   
Date | 5/21/2019 11:48:11 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:47:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 5/21/2019 11:47:53 PM   Msg | [ENCOUNTER] You successfully caught Mime Jr.!   
Date | 5/21/2019 11:47:12 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 74sec   
Date | 5/21/2019 11:47:12 AM   Msg | [ENCOUNTER] You successfully caught Bronzor!   
Date | 5/21/2019 11:46:32 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:46:29 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 11:46:29 PM   Msg | [ENCOUNTER] You successfully caught Pikipek!   
Date | 5/21/2019 11:45:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:45:20 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 71 level(s)...   
Date | 5/21/2019 11:45:01 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 123sec   
Date | 5/21/2019 11:45:01 AM   Msg | [ENCOUNTER] You successfully caught Tyrunt!   
Date | 5/21/2019 11:44:13 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:42:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:42:02 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 55sec   
Date | 5/21/2019 11:42:02 AM   Msg | [ENCOUNTER] You successfully caught Skitty!   
Date | 5/21/2019 11:41:12 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
Date | 5/21/2019 11:41:12 PM   Msg | [ENCOUNTER] You successfully caught Snorlax!   
Date | 5/21/2019 11:41:07 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:41:04 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 11:41:04 AM   Msg | [ENCOUNTER] You successfully caught Spinda!   
Date | 5/21/2019 11:40:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:40:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 117sec   
Date | 5/21/2019 11:40:23 PM   Msg | [ENCOUNTER] You successfully caught Frillish!   
Date | 5/21/2019 11:40:06 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:39:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/21/2019 11:39:50 AM   Msg | [ENCOUNTER] You successfully caught Phione!   
Date | 5/21/2019 11:38:25 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:38:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:38:04 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 5/21/2019 11:38:04 PM   Msg | [ENCOUNTER] You successfully caught Igglybuff!   
Date | 5/21/2019 11:37:52 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 55sec   
Date | 5/21/2019 11:37:52 AM   Msg | [ENCOUNTER] You successfully caught Camerupt!   
Date | 5/21/2019 11:37:32 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:36:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:36:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 37sec   
Date | 5/21/2019 11:36:02 PM   Msg | [ENCOUNTER] You successfully caught Unown!   
Date | 5/21/2019 11:35:47 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 70 level(s)...   
Date | 5/21/2019 11:35:24 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:35:14 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 75sec   
Date | 5/21/2019 11:35:14 AM   Msg | [ENCOUNTER] You successfully caught Glameow!   
Date | 5/21/2019 11:35:03 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 5/21/2019 11:35:03 PM   Msg | [ENCOUNTER] You successfully caught Golett!   
Date | 5/21/2019 11:33:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:33:40 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 104sec   
Date | 5/21/2019 11:33:40 AM   Msg | [ENCOUNTER] You successfully caught Sawsbuck!   
Date | 5/21/2019 11:33:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:33:15 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 112sec   
Date | 5/21/2019 11:33:15 PM   Msg | [ENCOUNTER] You successfully caught Tynamo!   
Date | 5/21/2019 11:31:55 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:31:22 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:31:20 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 69 level(s)...   
Date | 5/21/2019 11:31:01 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 5sec   
Date | 5/21/2019 11:31:01 PM   Msg | [ENCOUNTER] You successfully caught Nidoran!   
Date | 5/21/2019 11:31:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 11:31:00 AM   Msg | [ENCOUNTER] You successfully caught Watchog!   
Date | 5/21/2019 11:30:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:30:04 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 79sec   
Date | 5/21/2019 11:30:04 PM   Msg | [ENCOUNTER] You successfully caught Happiny!   
Date | 5/21/2019 11:29:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:29:10 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 11:29:10 AM   Msg | [ENCOUNTER] You successfully caught Roselia!   
Date | 5/21/2019 11:28:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:28:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:27:49 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 31sec   
Date | 5/21/2019 11:27:49 PM   Msg | [ENCOUNTER] You successfully caught Ledian!   
Date | 5/21/2019 11:27:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:27:11 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 68 level(s)...   
Date | 5/21/2019 11:25:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 107sec   
Date | 5/21/2019 11:25:58 PM   Msg | [ENCOUNTER] You successfully caught Yamask!   
Date | 5/21/2019 11:25:53 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 62sec   
Date | 5/21/2019 11:25:53 AM   Msg | [ENCOUNTER] You successfully caught Kecleon!   
Date | 5/21/2019 11:24:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:24:44 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 106sec   
Date | 5/21/2019 11:24:44 AM   Msg | [ENCOUNTER] You successfully caught Archen!   
Date | 5/21/2019 11:24:10 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:24:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 5/21/2019 11:24:00 PM   Msg | [ENCOUNTER] You successfully caught Hariyama!   
Date | 5/21/2019 11:23:09 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:22:58 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:22:50 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 48sec   
Date | 5/21/2019 11:22:50 PM   Msg | [ENCOUNTER] You successfully caught Torchic!   
Date | 5/21/2019 11:22:29 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 122sec   
Date | 5/21/2019 11:22:29 AM   Msg | [ENCOUNTER] You successfully caught Scatterbug!   
Date | 5/21/2019 11:22:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:21:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 17sec   
Date | 5/21/2019 11:21:43 PM   Msg | [ENCOUNTER] You successfully caught Gastly!   
Date | 5/21/2019 11:21:26 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:20:26 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:20:21 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 81sec   
Date | 5/21/2019 11:20:21 PM   Msg | [ENCOUNTER] You successfully caught Mothim!   
Date | 5/21/2019 11:19:30 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 67 level(s)...   
Date | 5/21/2019 11:19:26 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 143sec   
Date | 5/21/2019 11:19:26 AM   Msg | [ENCOUNTER] You successfully caught Wimpod!   
Date | 5/21/2019 11:19:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:18:50 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 31sec   
Date | 5/21/2019 11:18:50 PM   Msg | [ENCOUNTER] You successfully caught Mareep!   
Date | 5/21/2019 11:18:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:17:32 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 19sec   
Date | 5/21/2019 11:17:32 PM   Msg | [ENCOUNTER] You successfully caught Krabby!   
Date | 5/21/2019 11:17:12 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:17:02 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:16:13 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 11:16:13 PM   Msg | [ENCOUNTER] You successfully caught Ferrothorn!   
Date | 5/21/2019 11:16:00 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 11:16:00 AM   Msg | [ENCOUNTER] You successfully caught Slurpuff!   
Date | 5/21/2019 11:14:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:14:05 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:13:50 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 66 level(s)...   
Date | 5/21/2019 11:13:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 76sec   
Date | 5/21/2019 11:13:41 PM   Msg | [ENCOUNTER] You successfully caught Spiritomb!   
Date | 5/21/2019 11:13:39 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 61sec   
Date | 5/21/2019 11:13:39 AM   Msg | [ENCOUNTER] You successfully caught Wailmer!   
Date | 5/21/2019 11:12:37 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:12:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 5/21/2019 11:12:27 AM   Msg | [ENCOUNTER] You successfully caught Azurill!   
Date | 5/21/2019 11:12:25 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:11:34 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:10:36 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 65 level(s)...   
Date | 5/21/2019 11:09:43 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 122sec   
Date | 5/21/2019 11:09:43 AM   Msg | [ENCOUNTER] You successfully caught Scatterbug!   
Date | 5/21/2019 11:09:13 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 5/21/2019 11:09:13 PM   Msg | [ENCOUNTER] You successfully caught Nosepass!   
Date | 5/21/2019 11:08:21 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:07:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:07:11 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 64 level(s)...   
Date | 5/21/2019 11:06:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 11:06:36 PM   Msg | [ENCOUNTER] You successfully caught Watchog!   
Date | 5/21/2019 11:05:43 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 63 level(s)...   
Date | 5/21/2019 11:05:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:04:17 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 62 level(s)...   
Date | 5/21/2019 11:03:53 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 5/21/2019 11:03:53 PM   Msg | [ENCOUNTER] You successfully caught Mawile!   
Date | 5/21/2019 11:02:56 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 61 level(s)...   
Date | 5/21/2019 11:02:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:02:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 59sec   
Date | 5/21/2019 11:02:51 PM   Msg | [ENCOUNTER] You successfully caught Spinda!   
Date | 5/21/2019 11:02:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 56sec   
Date | 5/21/2019 11:02:27 AM   Msg | [ENCOUNTER] You successfully caught Plusle!   
Date | 5/21/2019 11:01:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:01:31 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 11:01:30 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 148sec   
Date | 5/21/2019 11:01:30 PM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 5/21/2019 11:00:46 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 60 level(s)...   
Date | 5/21/2019 11:00:39 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 136sec   
Date | 5/21/2019 11:00:39 AM   Msg | [ENCOUNTER] You successfully caught Crabrawler!   
Date | 5/21/2019 10:59:02 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:58:29 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 5/21/2019 10:58:29 PM   Msg | [ENCOUNTER] You successfully caught Petilil!   
Date | 5/21/2019 10:58:22 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:58:11 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 5/21/2019 10:58:11 AM   Msg | [ENCOUNTER] You successfully caught Tentacool!   
Date | 5/21/2019 10:57:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:57:50 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 93sec   
Date | 5/21/2019 10:57:50 AM   Msg | [ENCOUNTER] You successfully caught Audino!   
Date | 5/21/2019 10:56:48 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:56:17 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:55:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 74sec   
Date | 5/21/2019 10:55:25 PM   Msg | [ENCOUNTER] You successfully caught Drifblim!   
Date | 5/21/2019 10:55:22 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 59 level(s)...   
Date | 5/21/2019 10:55:11 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 5/21/2019 10:55:11 AM   Msg | [ENCOUNTER] You successfully caught Squirtle!   
Date | 5/21/2019 10:55:09 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:54:11 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:54:05 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 58 level(s)...   
Date | 5/21/2019 10:54:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 5/21/2019 10:54:00 PM   Msg | [ENCOUNTER] You successfully caught Blitzle!   
Date | 5/21/2019 10:52:46 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 57 level(s)...   
Date | 5/21/2019 10:52:23 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:51:32 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 56 level(s)...   
Date | 5/21/2019 10:51:16 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 10:51:16 PM   Msg | [ENCOUNTER] You successfully caught Roggenrola!   
Date | 5/21/2019 10:50:55 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 3sec   
Date | 5/21/2019 10:50:55 AM   Msg | [ENCOUNTER] You successfully caught Spearow!   
Date | 5/21/2019 10:50:51 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:50:16 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 55 level(s)...   
Date | 5/21/2019 10:50:09 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 109sec   
Date | 5/21/2019 10:50:09 AM   Msg | [ENCOUNTER] You successfully caught Emolga!   
Date | 5/21/2019 10:49:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:48:20 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:47:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 10:47:32 AM   Msg | [ENCOUNTER] You successfully caught Bounsweet!   
Date | 5/21/2019 10:46:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 114sec   
Date | 5/21/2019 10:46:36 PM   Msg | [ENCOUNTER] You successfully caught Volcarona!   
Date | 5/21/2019 10:45:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:45:00 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 54 level(s)...   
Date | 5/21/2019 10:44:41 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:44:30 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 135sec   
Date | 5/21/2019 10:44:30 PM   Msg | [ENCOUNTER] You successfully caught Stufful!   
Date | 5/21/2019 10:43:42 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 53 level(s)...   
Date | 5/21/2019 10:43:27 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 5/21/2019 10:43:27 AM   Msg | [ENCOUNTER] You successfully caught Mankey!   
Date | 5/21/2019 10:43:15 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:42:32 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 5/21/2019 10:42:32 AM   Msg | [ENCOUNTER] You successfully caught Venipede!   
Date | 5/21/2019 10:42:15 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:42:00 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 24sec   
Date | 5/21/2019 10:42:00 PM   Msg | [ENCOUNTER] You successfully caught Goldeen!   
Date | 5/21/2019 10:41:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:40:57 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:40:54 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 90sec   
Date | 5/21/2019 10:40:54 AM   Msg | [ENCOUNTER] You successfully caught Samurott!   
Date | 5/21/2019 10:39:43 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 5/21/2019 10:39:43 PM   Msg | [ENCOUNTER] You successfully caught Litleo!   
Date | 5/21/2019 10:39:24 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:39:22 AM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 52 level(s)...   
Date | 5/21/2019 10:39:03 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 121sec   
Date | 5/21/2019 10:39:03 AM   Msg | [ENCOUNTER] You successfully caught Bergmite!   
Date | 5/21/2019 10:37:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 5/21/2019 10:37:02 AM   Msg | [ENCOUNTER] Attempting identification...   
