Date | 6/5/2019 8:34:48 AM   Msg | [INFO] Bot stopped...   
Date | 6/5/2019 1:14:40 AM   Msg | [ENCOUNTER] You successfully caught Togepi!   
Date | 6/5/2019 1:14:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:13:05 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/5/2019 1:13:05 AM   Msg | [ENCOUNTER] You successfully caught Plusle!   
Date | 6/5/2019 1:12:12 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:11:18 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 1sec   
Date | 6/5/2019 1:11:18 AM   Msg | [ENCOUNTER] You successfully caught Blastoise!   
Date | 6/5/2019 1:11:16 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:09:28 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 28sec   
Date | 6/5/2019 1:09:28 AM   Msg | [ENCOUNTER] You successfully caught Hoothoot!   
Date | 6/5/2019 1:08:59 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:08:38 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 58sec   
Date | 6/5/2019 1:08:38 AM   Msg | [ENCOUNTER] You successfully caught Snorunt!   
Date | 6/5/2019 1:07:40 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:07:25 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 127sec   
Date | 6/5/2019 1:07:25 AM   Msg | [ENCOUNTER] You successfully caught Sandygast!   
Date | 6/5/2019 1:05:18 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/5/2019 1:02:15 AM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 6/5/2019 1:02:15 AM   Msg | [ENCOUNTER] You successfully caught Quagsire!   
Date | 6/5/2019 1:01:43 AM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:59:12 PM   Msg | [INFO] Bot stopped...   
Date | 6/4/2019 9:59:02 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 6/4/2019 9:59:02 PM   Msg | [ENCOUNTER] You successfully caught Slowpoke!   
Date | 6/4/2019 9:58:47 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:58:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 6/4/2019 9:58:23 PM   Msg | [ENCOUNTER] You successfully caught Pichu!   
Date | 6/4/2019 9:57:54 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:57:17 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 50sec   
Date | 6/4/2019 9:57:17 PM   Msg | [ENCOUNTER] You successfully caught Numel!   
Date | 6/4/2019 9:56:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:56:15 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 3 level(s)...   
Date | 6/4/2019 9:55:54 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 2sec   
Date | 6/4/2019 9:55:54 PM   Msg | [ENCOUNTER] You successfully caught Pidgey!   
Date | 6/4/2019 9:55:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:54:51 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 85sec   
Date | 6/4/2019 9:54:51 PM   Msg | [ENCOUNTER] You successfully caught Scraggy!   
Date | 6/4/2019 9:53:26 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:53:08 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 2 level(s)...   
Date | 6/4/2019 9:52:50 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/4/2019 9:52:50 PM   Msg | [ENCOUNTER] You successfully caught Honchkrow!   
Date | 6/4/2019 9:51:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:51:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 125sec   
Date | 6/4/2019 9:51:36 PM   Msg | [ENCOUNTER] You successfully caught Salandit!   
Date | 6/4/2019 9:49:30 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:49:09 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/4/2019 9:49:09 PM   Msg | [ENCOUNTER] You successfully caught Wurmple!   
Date | 6/4/2019 9:48:26 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 9:47:24 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 1 level(s)...   
Date | 6/4/2019 9:43:27 PM   Msg | [INFO] Bot started...   
Date | 6/4/2019 11:59:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:59:12 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 120sec   
Date | 6/4/2019 11:59:12 PM   Msg | [ENCOUNTER] You successfully caught Grubbin!   
Date | 6/4/2019 11:57:12 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:54:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 66sec   
Date | 6/4/2019 11:54:05 PM   Msg | [ENCOUNTER] You successfully caught Gible!   
Date | 6/4/2019 11:52:59 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:52:42 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 26 level(s)...   
Date | 6/4/2019 11:51:04 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 97sec   
Date | 6/4/2019 11:51:04 PM   Msg | [ENCOUNTER] You successfully caught Vullaby!   
Date | 6/4/2019 11:49:27 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:48:55 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 25 level(s)...   
Date | 6/4/2019 11:48:34 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 76sec   
Date | 6/4/2019 11:48:34 PM   Msg | [ENCOUNTER] You successfully caught Panpour!   
Date | 6/4/2019 11:47:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:46:37 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 45sec   
Date | 6/4/2019 11:46:37 PM   Msg | [ENCOUNTER] You successfully caught Taillow!   
Date | 6/4/2019 11:45:52 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:44:40 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 24 level(s)...   
Date | 6/4/2019 11:43:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 6/4/2019 11:43:36 PM   Msg | [ENCOUNTER] You successfully caught Bounsweet!   
Date | 6/4/2019 11:41:37 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:41:09 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 87sec   
Date | 6/4/2019 11:41:09 PM   Msg | [ENCOUNTER] You successfully caught Trubbish!   
Date | 6/4/2019 11:39:42 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:39:18 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 23 level(s)...   
Date | 6/4/2019 11:39:09 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 90sec   
Date | 6/4/2019 11:39:09 PM   Msg | [ENCOUNTER] You successfully caught Golurk!   
Date | 6/4/2019 11:37:39 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:36:48 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 6/4/2019 11:36:48 PM   Msg | [ENCOUNTER] You successfully caught Espurr!   
Date | 6/4/2019 11:35:07 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:34:20 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 29sec   
Date | 6/4/2019 11:34:20 PM   Msg | [ENCOUNTER] You successfully caught Natu!   
Date | 6/4/2019 11:33:51 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:33:19 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 22 level(s)...   
Date | 6/4/2019 11:32:25 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 6/4/2019 11:32:25 PM   Msg | [ENCOUNTER] You successfully caught Reuniclus!   
Date | 6/4/2019 11:30:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:30:06 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 6/4/2019 11:30:06 PM   Msg | [ENCOUNTER] You successfully caught Aron!   
Date | 6/4/2019 11:29:18 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:28:55 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 36sec   
Date | 6/4/2019 11:28:55 PM   Msg | [ENCOUNTER] You successfully caught Slugma!   
Date | 6/4/2019 11:28:19 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:27:59 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 21 level(s)...   
Date | 6/4/2019 11:26:59 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/4/2019 11:26:59 PM   Msg | [ENCOUNTER] You successfully caught Plusle!   
Date | 6/4/2019 11:26:06 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:25:57 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/4/2019 11:25:57 PM   Msg | [ENCOUNTER] You successfully caught Seedot!   
Date | 6/4/2019 11:25:13 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:24:52 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 82sec   
Date | 6/4/2019 11:24:52 PM   Msg | [ENCOUNTER] You successfully caught Darmanitan!   
Date | 6/4/2019 11:23:29 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:22:45 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 20 level(s)...   
Date | 6/4/2019 11:22:24 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/4/2019 11:22:24 PM   Msg | [ENCOUNTER] You successfully caught Bunnelby!   
Date | 6/4/2019 11:20:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:19:56 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 116sec   
Date | 6/4/2019 11:19:56 PM   Msg | [ENCOUNTER] You successfully caught Gumshoos!   
Date | 6/4/2019 11:18:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:17:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 119sec   
Date | 6/4/2019 11:17:36 PM   Msg | [ENCOUNTER] You successfully caught Bounsweet!   
Date | 6/4/2019 11:15:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:14:58 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 19 level(s)...   
Date | 6/4/2019 11:13:00 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 18 level(s)...   
Date | 6/4/2019 11:12:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 69sec   
Date | 6/4/2019 11:12:33 PM   Msg | [ENCOUNTER] You successfully caught Skorupi!   
Date | 6/4/2019 11:11:23 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:10:11 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 18sec   
Date | 6/4/2019 11:10:11 PM   Msg | [ENCOUNTER] You successfully caught Muk!   
Date | 6/4/2019 11:09:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:09:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 124sec   
Date | 6/4/2019 11:09:22 PM   Msg | [ENCOUNTER] You successfully caught Grubbin!   
Date | 6/4/2019 11:07:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:06:37 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 8sec   
Date | 6/4/2019 11:06:37 PM   Msg | [ENCOUNTER] You successfully caught Diglett!   
Date | 6/4/2019 11:06:29 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:05:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 12sec   
Date | 6/4/2019 11:05:58 PM   Msg | [ENCOUNTER] You successfully caught Tentacool!   
Date | 6/4/2019 11:05:46 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:04:47 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 17 level(s)...   
Date | 6/4/2019 11:04:30 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/4/2019 11:04:30 PM   Msg | [ENCOUNTER] You successfully caught Spinda!   
Date | 6/4/2019 11:03:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:02:52 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 57sec   
Date | 6/4/2019 11:02:52 PM   Msg | [ENCOUNTER] You successfully caught Shuppet!   
Date | 6/4/2019 11:01:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 11:01:05 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 99sec   
Date | 6/4/2019 11:01:05 PM   Msg | [ENCOUNTER] You successfully caught Slurpuff!   
Date | 6/4/2019 10:59:25 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:59:10 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 92sec   
Date | 6/4/2019 10:59:10 PM   Msg | [ENCOUNTER] You successfully caught Reuniclus!   
Date | 6/4/2019 10:57:37 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:57:33 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 105sec   
Date | 6/4/2019 10:57:33 PM   Msg | [ENCOUNTER] You successfully caught Scatterbug!   
Date | 6/4/2019 10:55:48 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:53:53 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 16 level(s)...   
Date | 6/4/2019 10:53:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 6/4/2019 10:53:23 PM   Msg | [ENCOUNTER] You successfully caught Binacle!   
Date | 6/4/2019 10:51:41 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:50:26 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 15 level(s)...   
Date | 6/4/2019 10:49:12 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/4/2019 10:49:12 PM   Msg | [ENCOUNTER] You successfully caught Volbeat!   
Date | 6/4/2019 10:48:20 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:47:35 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 14 level(s)...   
Date | 6/4/2019 10:47:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 23sec   
Date | 6/4/2019 10:47:08 PM   Msg | [ENCOUNTER] You successfully caught Magmar!   
Date | 6/4/2019 10:46:44 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:46:41 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 11sec   
Date | 6/4/2019 10:46:41 PM   Msg | [ENCOUNTER] You successfully caught Poliwag!   
Date | 6/4/2019 10:46:29 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:46:15 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 103sec   
Date | 6/4/2019 10:46:15 PM   Msg | [ENCOUNTER] You successfully caught Frogadier!   
Date | 6/4/2019 10:44:31 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:44:27 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 95sec   
Date | 6/4/2019 10:44:27 PM   Msg | [ENCOUNTER] You successfully caught Rufflet!   
Date | 6/4/2019 10:42:51 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:42:28 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 47sec   
Date | 6/4/2019 10:42:28 PM   Msg | [ENCOUNTER] You successfully caught Kirlia!   
Date | 6/4/2019 10:41:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:41:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/4/2019 10:41:08 PM   Msg | [ENCOUNTER] You successfully caught Camerupt!   
Date | 6/4/2019 10:40:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:40:13 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 117sec   
Date | 6/4/2019 10:40:13 PM   Msg | [ENCOUNTER] You successfully caught Stufful!   
Date | 6/4/2019 10:38:16 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:37:57 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 13 level(s)...   
Date | 6/4/2019 10:36:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 53sec   
Date | 6/4/2019 10:36:47 PM   Msg | [ENCOUNTER] You successfully caught Volbeat!   
Date | 6/4/2019 10:35:53 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:35:09 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 12 level(s)...   
Date | 6/4/2019 10:33:23 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 11 level(s)...   
Date | 6/4/2019 10:32:58 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 116sec   
Date | 6/4/2019 10:32:58 PM   Msg | [ENCOUNTER] You successfully caught Rockruff!   
Date | 6/4/2019 10:31:02 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:30:47 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/4/2019 10:30:47 PM   Msg | [ENCOUNTER] You successfully caught Camerupt!   
Date | 6/4/2019 10:29:55 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:29:45 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 101sec   
Date | 6/4/2019 10:29:45 PM   Msg | [ENCOUNTER] You successfully caught Fletchling!   
Date | 6/4/2019 10:28:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:27:19 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 43sec   
Date | 6/4/2019 10:27:19 PM   Msg | [ENCOUNTER] You successfully caught Seedot!   
Date | 6/4/2019 10:26:36 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:26:22 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 86sec   
Date | 6/4/2019 10:26:22 PM   Msg | [ENCOUNTER] You successfully caught Ducklett!   
Date | 6/4/2019 10:24:56 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:24:44 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 10 level(s)...   
Date | 6/4/2019 10:24:20 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 100sec   
Date | 6/4/2019 10:24:20 PM   Msg | [ENCOUNTER] You successfully caught Inkay!   
Date | 6/4/2019 10:22:39 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:22:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 38sec   
Date | 6/4/2019 10:22:36 PM   Msg | [ENCOUNTER] You successfully caught Swinub!   
Date | 6/4/2019 10:21:57 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:21:17 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 14sec   
Date | 6/4/2019 10:21:17 PM   Msg | [ENCOUNTER] You successfully caught Slowbro!   
Date | 6/4/2019 10:21:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:20:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 63sec   
Date | 6/4/2019 10:20:36 PM   Msg | [ENCOUNTER] You successfully caught Chimecho!   
Date | 6/4/2019 10:19:32 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:19:13 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/4/2019 10:19:13 PM   Msg | [ENCOUNTER] You successfully caught Eelektrik!   
Date | 6/4/2019 10:17:39 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:17:35 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 9 level(s)...   
Date | 6/4/2019 10:15:49 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 8 level(s)...   
Date | 6/4/2019 10:15:35 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 94sec   
Date | 6/4/2019 10:15:35 PM   Msg | [ENCOUNTER] You successfully caught Frillish!   
Date | 6/4/2019 10:14:00 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:12:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 32sec   
Date | 6/4/2019 10:12:36 PM   Msg | [ENCOUNTER] You successfully caught Pineco!   
Date | 6/4/2019 10:12:03 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:12:00 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 7 level(s)...   
Date | 6/4/2019 10:11:56 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 16sec   
Date | 6/4/2019 10:11:56 PM   Msg | [ENCOUNTER] You successfully caught Doduo!   
Date | 6/4/2019 10:11:40 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:10:13 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 27sec   
Date | 6/4/2019 10:10:13 PM   Msg | [ENCOUNTER] You successfully caught Cleffa!   
Date | 6/4/2019 10:09:45 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:09:37 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 6 level(s)...   
Date | 6/4/2019 10:09:17 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 15sec   
Date | 6/4/2019 10:09:17 PM   Msg | [ENCOUNTER] You successfully caught Seel!   
Date | 6/4/2019 10:09:01 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:08:36 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 78sec   
Date | 6/4/2019 10:08:36 PM   Msg | [ENCOUNTER] You successfully caught Pansear!   
Date | 6/4/2019 10:07:17 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:07:08 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 35sec   
Date | 6/4/2019 10:07:08 PM   Msg | [ENCOUNTER] You successfully caught Piloswine!   
Date | 6/4/2019 10:06:33 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:06:09 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 65sec   
Date | 6/4/2019 10:06:09 PM   Msg | [ENCOUNTER] You successfully caught Pachirisu!   
Date | 6/4/2019 10:05:04 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:04:23 PM   Msg | [ENCOUNTER] Finished identifying pokemon in 52sec   
Date | 6/4/2019 10:04:23 PM   Msg | [ENCOUNTER] You successfully caught Camerupt!   
Date | 6/4/2019 10:03:31 PM   Msg | [ENCOUNTER] Attempting identification...   
Date | 6/4/2019 10:03:27 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 5 level(s)...   
Date | 6/4/2019 10:01:51 PM   Msg | [LEVEL] Your Pokemon leveled up! You've gained 4 level(s)...   
Date | 6/4/2019 10:01:22 PM   Msg | [INFO] Bot started...   
